b,k,periodo,estabilidad
-20.0,-22.75,2,E
-20.0,-23.5,2,I
-20.0,-24.0,2,I
-20.0,-24.75,2,I
-20.0,-24.75,3,I
-20.0,-25.25,2,I
-20.0,-26.0,3,I
-20.0,-26.25,3,I
-20.0,-26.5,2,I
-20.0,-27.0,3,I
-20.0,-27.25,2,I
-20.0,-27.25,3,I
-20.0,-27.75,2,I
-20.0,-28.25,2,I
-20.0,-28.25,3,I
-20.0,-28.5,2,I
-20.0,-28.5,3,I
-20.0,-28.75,2,I
-20.0,-28.75,3,I
-20.0,-29.0,2,I
-20.0,-29.0,3,E
-20.0,-29.25,3,I
-20.0,-29.5,2,I
-20.0,-29.5,3,E
-20.0,-29.75,2,I
-20.0,-30.0,3,E
-20.0,-30.0,5,I
-20.0,-30.25,2,I
-20.0,-30.25,3,E
-20.0,-30.75,3,I
-20.0,-31.0,2,I
-20.0,-31.0,3,E
-20.0,-31.25,2,I
-20.0,-31.5,3,I
-20.0,-32.25,2,I
-20.0,-32.25,3,I
-20.0,-32.5,3,I
-20.0,-32.75,3,I
-20.0,-32.75,5,I
-20.0,-33.25,2,I
-20.0,-34.0,3,I
-20.0,-34.25,2,I
-20.0,-34.25,4,I
-20.0,-34.5,2,I
-20.0,-34.5,3,I
-20.0,-34.5,4,I
-20.0,-34.75,2,I
-20.0,-34.75,4,I
-20.0,-35.5,4,I
-20.0,-35.75,2,I
-20.0,-36.0,2,I
-20.0,-36.25,2,I
-20.0,-36.5,2,I
-20.0,-36.75,2,I
-20.0,-36.75,4,I
-20.0,-37.0,2,I
-20.0,-37.25,4,I
-20.0,-38.0,2,E
-20.0,-38.25,2,E
-20.0,-38.5,2,E
-20.0,-38.75,2,E
-20.0,-39.0,2,E
-20.0,-39.25,2,E
-20.0,-39.5,2,E
-20.0,-39.75,2,E
-20.0,-40.25,2,E
-20.0,-40.5,2,E
-20.0,-40.75,2,E
-20.0,-41.0,2,E
-20.0,-41.25,2,E
-20.0,-41.5,2,E
-20.0,-41.75,2,E
-20.0,-42.0,2,E
-20.0,-42.25,2,I
-20.0,-42.5,2,I
-20.0,-43.0,2,I
-20.0,-43.25,2,I
-20.0,-43.5,2,I
-20.0,-44.25,2,I
-20.0,-44.25,4,I
-20.0,-44.5,2,I
-20.0,-44.5,4,I
-20.0,-44.75,2,I
-20.0,-44.75,4,I
-20.0,-45.0,2,I
-19.75,-22.25,2,E
-19.75,-22.5,2,E
-19.75,-23.75,3,E
-19.75,-24.25,3,I
-19.75,-24.75,3,I
-19.75,-25.0,2,I
-19.75,-25.0,3,I
-19.75,-25.25,2,I
-19.75,-25.75,3,I
-19.75,-26.0,2,I
-19.75,-26.0,3,I
-19.75,-26.25,3,I
-19.75,-26.5,3,I
-19.75,-26.75,2,I
-19.75,-27.25,3,I
-19.75,-27.5,3,I
-19.75,-27.75,3,I
-19.75,-28.0,3,I
-19.75,-28.25,3,I
-19.75,-28.5,3,I
-19.75,-28.75,2,I
-19.75,-28.75,3,E
-19.75,-29.0,3,E
-19.75,-29.25,2,I
-19.75,-29.25,3,E
-19.75,-29.5,3,E
-19.75,-29.75,2,I
-19.75,-29.75,3,E
-19.75,-30.0,2,I
-19.75,-30.0,3,E
-19.75,-30.25,2,I
-19.75,-30.25,3,E
-19.75,-30.5,3,I
-19.75,-30.75,2,I
-19.75,-31.0,2,I
-19.75,-31.0,3,I
-19.75,-31.25,2,I
-19.75,-31.5,2,I
-19.75,-31.5,3,I
-19.75,-31.75,2,I
-19.75,-32.0,3,I
-19.75,-32.0,4,I
-19.75,-32.25,3,I
-19.75,-32.5,3,I
-19.75,-32.75,3,I
-19.75,-32.75,5,I
-19.75,-33.0,2,I
-19.75,-33.0,4,I
-19.75,-33.25,2,I
-19.75,-33.5,4,I
-19.75,-33.75,3,I
-19.75,-34.25,2,I
-19.75,-34.75,2,I
-19.75,-34.75,4,I
-19.75,-35.0,2,I
-19.75,-36.25,2,I
-19.75,-36.25,4,I
-19.75,-36.5,2,I
-19.75,-36.75,2,I
-19.75,-37.5,2,E
-19.75,-38.0,2,E
-19.75,-38.25,2,E
-19.75,-38.5,2,E
-19.75,-38.75,2,E
-19.75,-39.0,2,E
-19.75,-39.25,2,E
-19.75,-39.5,2,E
-19.75,-40.0,2,E
-19.75,-40.25,2,E
-19.75,-40.5,2,E
-19.75,-40.75,2,E
-19.75,-41.0,2,E
-19.75,-41.25,2,E
-19.75,-41.5,2,E
-19.75,-41.75,2,I
-19.75,-41.75,4,E
-19.75,-42.0,2,I
-19.75,-42.25,2,I
-19.75,-42.5,4,I
-19.75,-42.75,2,I
-19.75,-42.75,4,I
-19.75,-43.0,2,I
-19.75,-43.25,2,I
-19.75,-43.5,2,I
-19.75,-43.75,2,I
-19.75,-44.0,2,I
-19.75,-44.25,2,I
-19.75,-44.5,4,I
-19.75,-44.75,2,I
-19.75,-44.75,4,I
-19.75,-45.0,3,I
-19.75,-45.0,4,I
-19.75,-45.0,5,I
-19.5,-22.5,2,I
-19.5,-22.75,2,I
-19.5,-23.0,4,I
-19.5,-23.25,2,I
-19.5,-23.75,2,I
-19.5,-23.75,3,I
-19.5,-24.5,2,I
-19.5,-24.5,3,I
-19.5,-25.0,2,I
-19.5,-25.0,5,I
-19.5,-25.25,2,I
-19.5,-25.25,3,I
-19.5,-25.75,3,I
-19.5,-26.25,2,I
-19.5,-26.25,3,I
-19.5,-26.5,2,I
-19.5,-26.5,3,I
-19.5,-26.75,3,I
-19.5,-27.0,3,I
-19.5,-27.25,3,I
-19.5,-27.5,2,I
-19.5,-27.75,2,I
-19.5,-28.0,2,I
-19.5,-28.25,3,E
-19.5,-28.5,3,E
-19.5,-28.75,2,I
-19.5,-28.75,3,E
-19.5,-29.0,2,I
-19.5,-29.0,3,E
-19.5,-29.0,4,I
-19.5,-29.25,2,I
-19.5,-29.25,3,E
-19.5,-29.75,2,I
-19.5,-30.0,3,E
-19.5,-30.5,3,I
-19.5,-31.25,2,I
-19.5,-31.5,4,I
-19.5,-31.75,2,I
-19.5,-32.25,2,I
-19.5,-32.25,3,I
-19.5,-32.5,2,I
-19.5,-32.75,2,I
-19.5,-33.0,3,I
-19.5,-33.25,2,I
-19.5,-33.5,2,I
-19.5,-33.5,3,I
-19.5,-33.75,2,I
-19.5,-34.25,2,I
-19.5,-34.25,4,I
-19.5,-34.75,2,I
-19.5,-34.75,4,I
-19.5,-35.5,2,I
-19.5,-35.75,2,I
-19.5,-36.0,2,I
-19.5,-36.75,2,I
-19.5,-36.75,4,E
-19.5,-37.0,2,E
-19.5,-37.5,2,E
-19.5,-38.0,2,E
-19.5,-38.5,2,E
-19.5,-39.0,2,E
-19.5,-39.25,2,E
-19.5,-39.5,2,E
-19.5,-39.75,2,E
-19.5,-41.0,2,E
-19.5,-41.25,2,I
-19.5,-41.5,2,I
-19.5,-41.75,2,I
-19.5,-42.0,2,I
-19.5,-42.0,4,I
-19.5,-42.25,2,I
-19.5,-42.25,4,I
-19.5,-42.75,2,I
-19.5,-43.0,2,I
-19.5,-43.5,2,I
-19.5,-43.75,2,I
-19.5,-43.75,4,I
-19.5,-44.0,2,I
-19.5,-44.0,4,I
-19.5,-44.5,2,I
-19.5,-44.5,3,I
-19.5,-44.5,4,I
-19.5,-44.75,2,I
-19.5,-44.75,3,I
-19.5,-44.75,4,I
-19.5,-45.0,4,I
-19.25,-21.75,2,E
-19.25,-22.25,2,I
-19.25,-22.5,2,I
-19.25,-23.0,2,I
-19.25,-23.25,2,I
-19.25,-23.25,3,E
-19.25,-23.5,2,I
-19.25,-23.75,2,I
-19.25,-24.5,2,I
-19.25,-24.75,2,I
-19.25,-25.0,2,I
-19.25,-25.25,2,I
-19.25,-25.25,3,I
-19.25,-25.5,2,I
-19.25,-25.5,3,I
-19.25,-26.5,3,I
-19.25,-26.75,2,I
-19.25,-27.0,2,I
-19.25,-27.5,2,I
-19.25,-27.5,3,I
-19.25,-28.0,3,E
-19.25,-28.25,3,E
-19.25,-28.5,2,I
-19.25,-28.5,3,E
-19.25,-28.75,2,I
-19.25,-28.75,3,E
-19.25,-29.0,3,E
-19.25,-29.25,2,I
-19.25,-29.25,3,E
-19.25,-29.5,3,E
-19.25,-29.75,3,E
-19.25,-30.0,2,I
-19.25,-30.25,2,I
-19.25,-30.25,3,I
-19.25,-30.75,2,I
-19.25,-31.25,2,I
-19.25,-31.75,2,I
-19.25,-31.75,4,I
-19.25,-32.0,3,I
-19.25,-32.0,4,I
-19.25,-32.25,2,I
-19.25,-32.25,3,I
-19.25,-32.25,4,I
-19.25,-32.5,4,I
-19.25,-32.75,2,I
-19.25,-33.0,2,I
-19.25,-33.25,2,I
-19.25,-33.5,2,I
-19.25,-34.0,2,I
-19.25,-34.75,2,I
-19.25,-35.0,2,I
-19.25,-35.25,4,I
-19.25,-35.5,2,I
-19.25,-36.25,4,E
-19.25,-36.5,2,E
-19.25,-36.75,2,E
-19.25,-37.0,2,E
-19.25,-37.25,2,E
-19.25,-37.5,2,E
-19.25,-37.75,2,E
-19.25,-38.0,2,E
-19.25,-38.25,2,E
-19.25,-38.5,2,E
-19.25,-39.0,2,E
-19.25,-39.25,2,E
-19.25,-39.5,2,E
-19.25,-39.75,2,E
-19.25,-40.0,2,E
-19.25,-40.25,2,E
-19.25,-40.5,2,E
-19.25,-40.75,2,I
-19.25,-41.0,2,I
-19.25,-41.25,2,I
-19.25,-41.5,4,I
-19.25,-41.75,2,I
-19.25,-42.0,2,I
-19.25,-42.25,2,I
-19.25,-42.75,2,I
-19.25,-42.75,4,I
-19.25,-43.0,2,I
-19.25,-43.25,2,I
-19.25,-43.5,2,I
-19.25,-43.75,4,I
-19.25,-44.0,4,I
-19.25,-44.25,3,I
-19.25,-44.25,4,I
-19.25,-44.5,2,I
-19.25,-44.5,3,I
-19.25,-44.5,4,I
-19.25,-44.75,2,I
-19.25,-44.75,4,I
-19.25,-44.75,5,I
-19.25,-45.0,2,I
-19.25,-45.0,3,I
-19.25,-45.0,5,I
-19.0,-21.75,2,E
-19.0,-22.25,2,I
-19.0,-22.25,4,I
-19.0,-22.5,2,I
-19.0,-22.75,2,I
-19.0,-23.0,3,E
-19.0,-23.25,2,I
-19.0,-23.5,2,I
-19.0,-23.5,3,I
-19.0,-23.75,2,I
-19.0,-24.0,2,I
-19.0,-24.0,3,I
-19.0,-24.5,3,I
-19.0,-24.75,2,I
-19.0,-24.75,3,I
-19.0,-25.0,2,I
-19.0,-25.0,3,I
-19.0,-25.5,3,I
-19.0,-26.0,3,I
-19.0,-26.25,2,I
-19.0,-26.25,3,I
-19.0,-26.5,3,I
-19.0,-26.75,4,I
-19.0,-27.0,3,I
-19.0,-27.0,4,I
-19.0,-27.25,2,I
-19.0,-27.25,3,I
-19.0,-27.5,2,I
-19.0,-27.5,3,E
-19.0,-27.75,2,I
-19.0,-27.75,3,E
-19.0,-28.0,3,E
-19.0,-28.25,2,I
-19.0,-28.25,3,E
-19.0,-28.5,2,I
-19.0,-28.75,2,I
-19.0,-29.0,2,I
-19.0,-29.0,3,E
-19.0,-29.25,3,E
-19.0,-29.75,3,I
-19.0,-30.0,2,I
-19.0,-30.25,2,I
-19.0,-30.25,3,I
-19.0,-30.5,5,I
-19.0,-30.75,4,I
-19.0,-30.75,5,I
-19.0,-31.0,2,I
-19.0,-31.0,3,I
-19.0,-31.25,2,I
-19.0,-31.5,2,I
-19.0,-31.5,3,I
-19.0,-31.75,2,I
-19.0,-31.75,4,I
-19.0,-32.0,2,I
-19.0,-32.0,3,I
-19.0,-32.25,2,I
-19.0,-32.25,3,I
-19.0,-32.25,4,I
-19.0,-32.5,3,I
-19.0,-32.75,4,I
-19.0,-33.25,4,I
-19.0,-33.5,2,I
-19.0,-34.0,2,I
-19.0,-34.25,4,I
-19.0,-34.75,2,I
-19.0,-35.0,2,I
-19.0,-35.5,2,I
-19.0,-35.75,2,I
-19.0,-35.75,4,E
-19.0,-36.25,2,E
-19.0,-36.5,2,E
-19.0,-36.75,2,E
-19.0,-37.0,2,E
-19.0,-37.25,2,E
-19.0,-37.5,2,E
-19.0,-37.75,2,E
-19.0,-38.0,2,E
-19.0,-38.5,2,E
-19.0,-38.75,2,E
-19.0,-39.25,2,E
-19.0,-39.5,2,E
-19.0,-39.75,2,E
-19.0,-40.25,4,E
-19.0,-40.75,2,I
-19.0,-41.25,2,I
-19.0,-41.5,2,I
-19.0,-41.5,4,I
-19.0,-41.75,2,I
-19.0,-42.25,2,I
-19.0,-42.25,4,I
-19.0,-42.5,2,I
-19.0,-42.5,4,I
-19.0,-43.0,2,I
-19.0,-43.25,2,I
-19.0,-43.25,5,I
-19.0,-43.5,2,I
-19.0,-43.5,3,I
-19.0,-43.5,4,I
-19.0,-43.75,2,I
-19.0,-43.75,3,I
-19.0,-44.0,2,I
-19.0,-44.0,3,I
-19.0,-44.0,4,I
-19.0,-44.25,2,I
-19.0,-44.25,3,I
-19.0,-44.25,5,I
-19.0,-44.5,2,I
-19.0,-44.5,3,I
-19.0,-44.75,2,I
-19.0,-44.75,3,I
-19.0,-45.0,2,I
-19.0,-45.0,3,I
-19.0,-45.0,4,I
-18.75,-21.75,2,I
-18.75,-21.75,4,E
-18.75,-23.0,2,I
-18.75,-23.25,2,I
-18.75,-23.75,2,I
-18.75,-23.75,3,I
-18.75,-24.0,3,I
-18.75,-24.25,3,I
-18.75,-24.75,2,I
-18.75,-24.75,3,I
-18.75,-25.0,2,I
-18.75,-25.0,3,I
-18.75,-25.25,2,I
-18.75,-25.25,4,I
-18.75,-25.75,2,I
-18.75,-26.25,2,I
-18.75,-26.5,2,I
-18.75,-26.5,3,I
-18.75,-26.75,3,I
-18.75,-27.0,3,I
-18.75,-27.25,3,E
-18.75,-27.75,2,I
-18.75,-27.75,3,E
-18.75,-28.0,2,I
-18.75,-28.0,3,E
-18.75,-28.25,3,E
-18.75,-28.5,2,I
-18.75,-28.5,4,I
-18.75,-29.0,3,E
-18.75,-29.25,3,I
-18.75,-29.5,2,I
-18.75,-29.75,2,I
-18.75,-29.75,3,I
-18.75,-30.25,3,I
-18.75,-30.5,2,I
-18.75,-30.75,2,I
-18.75,-30.75,3,I
-18.75,-31.0,2,I
-18.75,-31.0,3,I
-18.75,-31.25,3,I
-18.75,-31.5,3,I
-18.75,-31.5,4,I
-18.75,-31.75,2,I
-18.75,-31.75,4,I
-18.75,-32.0,3,I
-18.75,-32.25,2,I
-18.75,-32.75,2,I
-18.75,-32.75,4,I
-18.75,-33.25,2,I
-18.75,-33.5,2,I
-18.75,-34.0,2,I
-18.75,-34.25,2,I
-18.75,-34.5,2,I
-18.75,-34.75,2,I
-18.75,-34.75,4,E
-18.75,-35.0,2,I
-18.75,-35.25,2,I
-18.75,-35.5,2,E
-18.75,-36.0,2,E
-18.75,-36.25,2,E
-18.75,-36.75,2,E
-18.75,-37.0,2,E
-18.75,-37.25,2,E
-18.75,-37.75,2,E
-18.75,-38.0,2,E
-18.75,-38.25,2,E
-18.75,-38.5,2,E
-18.75,-38.75,2,E
-18.75,-39.0,2,E
-18.75,-39.25,2,E
-18.75,-39.5,2,E
-18.75,-39.75,2,I
-18.75,-40.0,2,I
-18.75,-40.0,4,E
-18.75,-40.25,2,I
-18.75,-40.25,4,I
-18.75,-40.5,2,I
-18.75,-40.5,4,I
-18.75,-40.75,2,I
-18.75,-40.75,4,I
-18.75,-41.5,2,I
-18.75,-41.75,2,I
-18.75,-42.0,2,I
-18.75,-42.0,4,I
-18.75,-42.25,2,I
-18.75,-43.0,2,I
-18.75,-43.0,3,I
-18.75,-43.0,4,I
-18.75,-43.25,2,I
-18.75,-43.25,3,I
-18.75,-43.25,4,I
-18.75,-43.5,2,I
-18.75,-43.5,3,I
-18.75,-43.5,4,I
-18.75,-43.75,2,I
-18.75,-43.75,3,I
-18.75,-43.75,4,I
-18.75,-43.75,5,I
-18.75,-44.0,2,I
-18.75,-44.0,3,I
-18.75,-44.0,4,I
-18.75,-44.25,2,I
-18.75,-44.25,3,I
-18.75,-44.25,4,I
-18.75,-44.25,5,I
-18.75,-44.5,2,I
-18.75,-44.5,3,I
-18.75,-44.75,5,I
-18.75,-45.0,2,I
-18.75,-45.0,3,I
-18.75,-45.0,4,I
-18.75,-45.0,5,I
-18.5,-20.75,2,E
-18.5,-21.25,2,E
-18.5,-21.5,2,I
-18.5,-22.0,2,I
-18.5,-23.0,3,I
-18.5,-23.25,2,I
-18.5,-23.75,2,I
-18.5,-23.75,5,I
-18.5,-24.0,3,I
-18.5,-24.25,2,I
-18.5,-25.0,4,I
-18.5,-25.25,3,I
-18.5,-25.5,2,I
-18.5,-26.0,2,I
-18.5,-26.0,3,I
-18.5,-26.25,2,I
-18.5,-26.5,2,I
-18.5,-26.5,3,I
-18.5,-26.75,2,I
-18.5,-26.75,3,E
-18.5,-27.0,2,I
-18.5,-27.0,3,E
-18.5,-27.25,2,I
-18.5,-27.25,3,E
-18.5,-27.5,2,I
-18.5,-27.5,3,E
-18.5,-27.75,3,E
-18.5,-28.5,2,I
-18.5,-28.5,3,E
-18.5,-28.75,2,I
-18.5,-29.0,2,I
-18.5,-29.0,3,I
-18.5,-29.25,3,I
-18.5,-29.5,2,I
-18.5,-29.5,3,I
-18.5,-29.5,4,I
-18.5,-29.75,2,I
-18.5,-29.75,3,I
-18.5,-30.0,2,I
-18.5,-30.25,3,I
-18.5,-30.75,2,I
-18.5,-30.75,3,I
-18.5,-31.0,2,I
-18.5,-31.25,3,I
-18.5,-32.5,2,I
-18.5,-33.0,4,I
-18.5,-33.5,2,I
-18.5,-34.0,2,I
-18.5,-34.25,2,I
-18.5,-35.25,2,E
-18.5,-35.75,2,E
-18.5,-36.5,2,E
-18.5,-36.75,2,E
-18.5,-37.0,2,E
-18.5,-37.25,2,E
-18.5,-37.5,2,E
-18.5,-37.75,2,E
-18.5,-38.0,2,E
-18.5,-38.25,2,E
-18.5,-38.5,2,E
-18.5,-38.75,2,E
-18.5,-39.0,2,E
-18.5,-39.25,2,I
-18.5,-39.25,4,E
-18.5,-39.5,2,I
-18.5,-39.75,2,I
-18.5,-39.75,4,I
-18.5,-40.0,2,I
-18.5,-40.0,4,I
-18.5,-40.25,2,I
-18.5,-40.75,2,I
-18.5,-41.0,2,I
-18.5,-41.0,4,I
-18.5,-41.75,2,I
-18.5,-42.0,2,I
-18.5,-42.25,2,I
-18.5,-42.25,4,I
-18.5,-42.75,3,I
-18.5,-42.75,5,I
-18.5,-43.0,2,I
-18.5,-43.0,3,I
-18.5,-43.25,2,I
-18.5,-43.25,3,I
-18.5,-43.5,2,I
-18.5,-43.75,2,I
-18.5,-43.75,3,I
-18.5,-43.75,5,I
-18.5,-44.0,2,I
-18.5,-44.0,3,I
-18.5,-44.0,5,I
-18.5,-44.25,2,I
-18.5,-44.25,4,I
-18.5,-44.5,2,I
-18.5,-44.5,3,I
-18.5,-44.5,4,I
-18.5,-44.5,5,I
-18.5,-44.75,2,I
-18.5,-44.75,3,I
-18.5,-44.75,4,I
-18.5,-44.75,5,I
-18.5,-45.0,3,I
-18.5,-45.0,4,I
-18.5,-45.0,5,I
-18.25,-20.5,2,E
-18.25,-20.75,2,E
-18.25,-21.75,2,I
-18.25,-22.0,2,I
-18.25,-22.75,2,I
-18.25,-23.0,2,I
-18.25,-23.5,2,I
-18.25,-23.5,3,I
-18.25,-24.0,3,I
-18.25,-24.25,2,I
-18.25,-24.25,3,I
-18.25,-24.5,2,I
-18.25,-24.5,3,I
-18.25,-24.75,3,I
-18.25,-25.0,3,I
-18.25,-25.25,2,I
-18.25,-25.25,3,I
-18.25,-25.5,2,I
-18.25,-25.75,2,I
-18.25,-25.75,3,I
-18.25,-26.0,2,I
-18.25,-26.0,4,I
-18.25,-26.25,2,I
-18.25,-26.25,3,I
-18.25,-26.5,2,I
-18.25,-26.75,2,I
-18.25,-26.75,3,E
-18.25,-27.0,2,I
-18.25,-27.0,3,E
-18.25,-27.25,2,I
-18.25,-27.25,3,E
-18.25,-27.5,3,E
-18.25,-27.75,2,I
-18.25,-27.75,3,E
-18.25,-28.0,5,I
-18.25,-28.25,3,E
-18.25,-28.5,2,I
-18.25,-28.75,2,I
-18.25,-29.0,2,I
-18.25,-29.0,3,I
-18.25,-29.25,2,I
-18.25,-29.75,3,I
-18.25,-29.75,5,I
-18.25,-30.5,3,I
-18.25,-30.75,3,I
-18.25,-31.0,2,I
-18.25,-31.0,3,I
-18.25,-31.25,2,I
-18.25,-31.25,4,I
-18.25,-31.5,4,I
-18.25,-31.75,2,I
-18.25,-32.5,2,I
-18.25,-32.75,2,I
-18.25,-33.0,2,I
-18.25,-33.25,2,I
-18.25,-33.5,2,I
-18.25,-33.75,4,E
-18.25,-34.0,2,I
-18.25,-34.25,2,I
-18.25,-34.25,4,E
-18.25,-34.5,2,E
-18.25,-34.75,2,E
-18.25,-35.25,2,E
-18.25,-35.5,2,E
-18.25,-36.25,2,E
-18.25,-36.75,2,E
-18.25,-37.25,2,E
-18.25,-37.5,2,E
-18.25,-38.25,2,E
-18.25,-38.5,2,E
-18.25,-39.0,2,I
-18.25,-39.0,4,E
-18.25,-39.25,2,I
-18.25,-39.5,4,I
-18.25,-39.75,2,I
-18.25,-39.75,4,I
-18.25,-40.25,2,I
-18.25,-40.5,2,I
-18.25,-40.75,2,I
-18.25,-40.75,4,I
-18.25,-41.0,2,I
-18.25,-41.0,4,I
-18.25,-41.25,2,I
-18.25,-41.5,2,I
-18.25,-41.5,4,I
-18.25,-41.75,2,I
-18.25,-41.75,4,I
-18.25,-42.0,3,I
-18.25,-42.25,2,I
-18.25,-42.25,3,I
-18.25,-42.25,5,I
-18.25,-42.5,3,I
-18.25,-42.5,4,I
-18.25,-42.75,2,I
-18.25,-42.75,4,I
-18.25,-43.0,3,I
-18.25,-43.0,5,E
-18.25,-43.25,2,I
-18.25,-43.5,2,I
-18.25,-43.5,3,I
-18.25,-43.5,4,I
-18.25,-43.75,2,I
-18.25,-43.75,3,I
-18.25,-43.75,5,I
-18.25,-44.0,2,I
-18.25,-44.0,3,I
-18.25,-44.0,4,I
-18.25,-44.25,2,I
-18.25,-44.25,5,I
-18.25,-44.5,2,I
-18.25,-44.5,3,I
-18.25,-44.75,2,I
-18.25,-44.75,3,I
-18.25,-44.75,4,I
-18.25,-45.0,2,I
-18.25,-45.0,3,I
-18.25,-45.0,4,I
-18.25,-45.0,5,I
-18.0,-20.5,2,E
-18.0,-20.75,2,E
-18.0,-21.75,2,I
-18.0,-22.5,2,I
-18.0,-22.75,2,I
-18.0,-22.75,3,I
-18.0,-23.25,2,I
-18.0,-23.25,3,I
-18.0,-23.5,2,I
-18.0,-23.5,3,I
-18.0,-24.0,2,I
-18.0,-24.0,3,I
-18.0,-24.25,2,I
-18.0,-24.25,3,I
-18.0,-24.5,3,I
-18.0,-24.5,5,I
-18.0,-24.75,2,I
-18.0,-25.0,2,I
-18.0,-25.25,3,I
-18.0,-26.0,3,E
-18.0,-26.25,2,I
-18.0,-26.25,3,E
-18.0,-26.5,2,I
-18.0,-26.5,5,I
-18.0,-26.75,2,I
-18.0,-26.75,3,E
-18.0,-27.0,3,E
-18.0,-27.25,2,I
-18.0,-27.5,2,I
-18.0,-27.75,2,I
-18.0,-27.75,3,E
-18.0,-28.0,2,I
-18.0,-28.0,3,E
-18.0,-28.25,3,I
-18.0,-28.75,4,I
-18.0,-29.0,2,I
-18.0,-29.0,3,I
-18.0,-29.25,2,I
-18.0,-29.5,2,I
-18.0,-29.5,3,I
-18.0,-29.75,2,I
-18.0,-29.75,4,I
-18.0,-30.0,2,I
-18.0,-30.25,2,I
-18.0,-30.25,3,I
-18.0,-30.5,2,I
-18.0,-30.5,3,I
-18.0,-31.0,2,I
-18.0,-31.25,4,I
-18.0,-32.25,2,I
-18.0,-32.75,2,I
-18.0,-33.0,2,I
-18.0,-33.25,2,I
-18.0,-33.75,2,I
-18.0,-34.0,2,E
-18.0,-34.25,2,E
-18.0,-34.5,2,E
-18.0,-34.75,2,E
-18.0,-35.0,2,E
-18.0,-35.25,2,E
-18.0,-35.5,2,E
-18.0,-35.75,2,E
-18.0,-36.0,2,E
-18.0,-36.25,2,E
-18.0,-36.5,2,E
-18.0,-36.75,2,E
-18.0,-37.0,2,E
-18.0,-37.25,2,E
-18.0,-37.5,2,E
-18.0,-37.75,2,E
-18.0,-38.25,2,I
-18.0,-38.5,2,I
-18.0,-38.75,2,I
-18.0,-38.75,4,I
-18.0,-39.25,2,I
-18.0,-39.75,2,I
-18.0,-40.0,2,I
-18.0,-40.0,4,I
-18.0,-40.25,2,I
-18.0,-40.5,2,I
-18.0,-40.75,2,I
-18.0,-40.75,4,I
-18.0,-41.0,4,I
-18.0,-41.25,2,I
-18.0,-41.5,2,I
-18.0,-41.5,3,I
-18.0,-41.5,4,I
-18.0,-41.75,3,I
-18.0,-41.75,4,I
-18.0,-42.0,2,I
-18.0,-42.0,4,I
-18.0,-42.25,3,I
-18.0,-42.25,4,I
-18.0,-42.5,2,I
-18.0,-42.5,3,I
-18.0,-42.75,3,I
-18.0,-42.75,4,I
-18.0,-42.75,5,I
-18.0,-43.0,2,I
-18.0,-43.0,3,I
-18.0,-43.25,2,I
-18.0,-43.25,3,I
-18.0,-43.25,4,I
-18.0,-43.25,5,I
-18.0,-43.5,2,I
-18.0,-43.5,3,I
-18.0,-43.5,4,I
-18.0,-43.5,5,I
-18.0,-43.75,2,I
-18.0,-43.75,3,I
-18.0,-43.75,5,I
-18.0,-44.0,2,I
-18.0,-44.25,2,I
-18.0,-44.25,3,I
-18.0,-44.25,4,I
-18.0,-44.5,2,I
-18.0,-44.5,3,I
-18.0,-44.5,4,I
-18.0,-44.5,5,E
-18.0,-44.75,2,I
-18.0,-44.75,3,I
-18.0,-45.0,3,I
-18.0,-45.0,5,E
-17.75,-20.25,2,E
-17.75,-20.75,2,I
-17.75,-21.75,2,I
-17.75,-22.25,3,I
-17.75,-22.5,2,I
-17.75,-22.75,3,I
-17.75,-23.0,3,I
-17.75,-23.5,3,I
-17.75,-23.75,2,I
-17.75,-24.25,2,I
-17.75,-24.25,3,I
-17.75,-24.75,3,I
-17.75,-25.0,2,I
-17.75,-25.25,4,I
-17.75,-25.5,3,I
-17.75,-25.75,2,I
-17.75,-25.75,3,E
-17.75,-26.0,3,E
-17.75,-26.25,3,E
-17.75,-26.25,4,I
-17.75,-26.5,3,E
-17.75,-26.75,2,I
-17.75,-26.75,3,E
-17.75,-27.0,2,I
-17.75,-27.0,3,E
-17.75,-27.25,3,E
-17.75,-27.5,2,I
-17.75,-27.5,3,E
-17.75,-27.75,2,I
-17.75,-27.75,3,I
-17.75,-28.0,2,I
-17.75,-28.0,3,I
-17.75,-28.25,2,I
-17.75,-28.25,3,I
-17.75,-28.5,2,I
-17.75,-28.5,3,I
-17.75,-29.0,4,I
-17.75,-29.25,2,I
-17.75,-29.25,3,I
-17.75,-29.5,2,I
-17.75,-29.75,2,I
-17.75,-29.75,3,I
-17.75,-30.0,3,I
-17.75,-30.0,4,I
-17.75,-30.25,2,I
-17.75,-30.5,4,I
-17.75,-31.0,2,I
-17.75,-31.25,2,I
-17.75,-31.5,2,I
-17.75,-31.75,2,I
-17.75,-32.0,2,I
-17.75,-32.25,2,I
-17.75,-32.5,2,I
-17.75,-32.75,2,I
-17.75,-33.5,2,E
-17.75,-33.75,2,E
-17.75,-34.0,2,E
-17.75,-34.25,2,E
-17.75,-34.5,2,E
-17.75,-34.75,2,E
-17.75,-35.0,2,E
-17.75,-35.25,2,E
-17.75,-35.5,2,E
-17.75,-35.75,2,E
-17.75,-36.0,2,E
-17.75,-36.5,2,E
-17.75,-36.75,2,E
-17.75,-37.0,2,E
-17.75,-37.25,2,E
-17.75,-37.5,2,E
-17.75,-37.75,2,I
