nu,periodo,estabilidad
3.469,4,E
3.469,4,E
3.47,2,I
3.47,2,I
3.47,4,E
3.47,4,E
3.471,2,I
3.471,2,I
3.471,2,I
3.471,2,I
3.471,4,E
3.471,4,E
3.472,4,E
3.472,4,E
3.472,4,E
3.473,2,I
3.473,2,I
3.473,4,E
3.473,4,E
3.473,4,E
3.474,2,I
3.474,2,I
3.474,4,E
3.474,4,E
3.474,4,E
3.474,4,E
3.475,2,I
3.475,4,E
3.476,2,I
3.476,2,I
3.476,4,E
3.477,2,I
3.477,2,I
3.477,4,E
3.477,4,E
3.477,4,E
3.478,2,I
3.478,4,E
3.478,4,E
3.478,4,E
3.479,2,I
3.479,4,E
3.479,4,E
3.479,4,E
3.48,2,I
3.48,2,I
3.48,4,E
3.48,4,E
3.48,4,E
3.481,2,I
3.481,4,E
3.482,2,I
3.482,2,I
3.482,2,I
3.482,4,E
3.482,4,E
3.482,4,E
3.482,4,E
3.483,2,I
3.483,2,I
3.483,2,I
3.483,4,E
3.483,4,E
3.483,4,E
3.483,4,E
3.484,2,I
3.484,2,I
3.484,2,I
3.484,4,E
3.484,4,E
3.485,4,E
3.485,4,E
3.486,2,I
3.486,4,E
3.486,4,E
3.486,4,E
3.486,4,E
3.487,2,I
3.487,2,I
3.487,4,E
3.487,4,E
3.488,2,I
3.488,2,I
3.488,4,E
3.489,2,I
3.489,2,I
3.489,2,I
3.489,4,E
3.489,4,E
3.489,4,E
3.49,2,I
3.49,4,E
3.49,4,E
3.49,4,E
3.491,2,I
3.491,2,I
3.491,4,E
3.491,4,E
3.491,4,E
3.492,2,I
3.492,2,I
3.492,2,I
3.493,2,I
3.493,2,I
3.493,2,I
3.493,4,E
3.494,2,I
3.494,2,I
3.494,4,E
3.494,4,E
3.494,4,E
3.494,4,E
3.495,2,I
3.495,4,E
3.495,4,E
3.495,4,E
3.496,2,I
3.496,2,I
3.496,2,I
3.496,4,E
3.496,4,E
3.496,4,E
3.496,4,E
3.497,2,I
3.497,2,I
3.497,4,E
3.497,4,E
3.497,4,E
3.497,4,E
3.498,2,I
3.498,2,I
3.498,2,I
3.498,4,E
3.498,4,E
3.498,4,E
3.499,2,I
3.499,2,I
3.499,4,E
3.5,2,I
3.5,2,I
3.5,4,E
3.5,4,E
3.5,4,E
3.501,2,I
3.501,2,I
3.501,4,E
3.501,4,E
3.502,2,I
3.502,4,E
3.502,4,E
3.502,4,E
3.502,4,E
3.503,2,I
3.503,2,I
3.503,4,E
3.503,4,E
3.504,2,I
3.504,2,I
3.504,4,E
3.504,4,E
3.504,4,E
3.504,4,E
3.505,2,I
3.505,2,I
3.505,2,I
3.505,4,E
3.505,4,E
3.506,2,I
3.506,2,I
3.506,4,E
3.506,4,E
3.506,4,E
3.507,2,I
3.507,4,E
3.508,2,I
3.508,4,E
3.508,4,E
3.509,2,I
3.509,2,I
3.509,2,I
3.509,2,I
3.509,4,E
3.509,4,E
3.509,4,E
3.509,4,E
3.51,2,I
3.51,4,E
3.51,4,E
3.511,2,I
3.511,4,E
3.511,4,E
3.512,2,I
3.512,4,E
3.512,4,E
3.512,4,E
3.513,2,I
3.513,4,E
3.513,4,E
3.514,2,I
3.514,2,I
3.514,4,E
3.514,4,E
3.514,4,E
3.515,2,I
3.515,4,E
3.516,2,I
3.516,2,I
3.516,4,E
3.516,4,E
3.516,4,E
3.517,4,E
3.517,4,E
3.518,2,I
3.518,2,I
3.518,4,E
3.518,4,E
3.518,4,E
3.518,4,E
3.519,2,I
3.519,2,I
3.519,4,E
3.519,4,E
3.52,2,I
3.52,2,I
3.52,2,I
3.52,4,E
3.52,4,E
3.52,4,E
3.52,4,E
3.521,2,I
3.521,4,E
3.522,2,I
3.522,2,I
3.522,4,E
3.523,2,I
3.523,2,I
3.523,2,I
3.523,4,E
3.524,2,I
3.524,2,I
3.524,4,E
3.524,4,E
3.524,4,E
3.525,4,E
3.525,4,E
3.525,4,E
3.526,2,I
3.526,4,E
3.526,4,E
3.526,4,E
3.527,2,I
3.527,2,I
3.527,2,I
3.527,4,E
3.527,4,E
3.527,4,E
3.528,2,I
3.528,4,E
3.528,4,E
3.529,2,I
3.529,2,I
3.529,2,I
3.529,4,E
3.529,4,E
3.529,4,E
3.53,2,I
3.53,2,I
3.531,2,I
3.531,2,I
3.531,2,I
3.531,2,I
3.531,4,E
3.531,4,E
3.532,2,I
3.532,2,I
3.532,4,E
3.532,4,E
3.533,4,E
3.533,4,E
3.533,4,E
3.534,2,I
3.534,4,E
3.534,4,E
3.535,2,I
3.535,2,I
3.535,4,E
3.535,4,E
3.535,4,E
3.536,2,I
3.536,2,I
3.536,2,I
3.536,2,I
3.536,4,E
3.536,4,E
3.536,4,E
3.537,2,I
3.537,2,I
3.537,2,I
3.537,4,E
3.537,4,E
3.538,2,I
3.538,4,E
3.538,4,E
3.538,4,E
3.539,2,I
3.539,2,I
3.539,2,I
3.539,4,E
3.539,4,E
3.54,2,I
3.54,2,I
3.54,4,E
3.54,4,E
3.541,2,I
3.541,2,I
3.541,2,I
3.542,2,I
3.542,2,I
3.542,4,E
3.542,4,E
3.542,4,E
3.542,4,E
3.543,2,I
3.543,2,I
3.543,4,E
3.543,4,E
3.543,4,E
3.544,2,I
3.544,2,I
3.544,2,I
3.544,4,E
3.545,2,I
3.545,2,I
3.545,4,I
3.545,4,I
3.545,4,I
3.545,4,I
3.545,8,E
3.545,8,E
3.545,8,E
3.546,2,I
3.546,2,I
3.546,2,I
3.546,2,I
3.546,4,I
3.546,4,I
3.546,8,E
3.546,8,E
3.546,8,E
3.547,2,I
3.547,2,I
3.547,4,I
3.547,4,I
3.547,8,E
3.547,8,E
3.547,8,E
3.548,2,I
3.548,2,I
3.548,2,I
3.548,4,I
3.548,8,E
3.548,8,E
3.549,2,I
3.549,2,I
3.549,4,I
3.549,4,I
3.549,4,I
3.549,8,E
3.549,8,E
3.549,8,E
3.55,2,I
3.55,2,I
3.55,2,I
3.55,4,I
3.55,4,I
3.55,8,E
3.55,8,E
3.55,8,E
3.55,8,E
3.551,2,I
3.551,2,I
3.551,4,I
3.551,4,I
3.551,4,I
3.551,8,E
3.551,8,E
3.552,2,I
3.552,2,I
3.552,4,I
3.552,4,I
3.552,8,E
3.552,8,E
3.553,2,I
3.553,2,I
3.553,4,I
3.553,4,I
3.553,4,I
3.553,4,I
3.553,8,E
3.553,8,E
3.554,2,I
3.554,4,I
3.554,8,E
3.555,2,I
3.555,2,I
3.555,2,I
3.555,4,I
3.555,4,I
3.555,4,I
3.555,8,E
3.555,8,E
3.555,8,E
3.556,2,I
3.556,2,I
3.556,2,I
3.556,4,I
3.556,8,E
3.556,8,E
3.557,2,I
3.557,2,I
3.557,4,I
3.557,4,I
3.557,8,E
3.558,2,I
3.558,2,I
3.558,4,I
3.558,4,I
3.558,8,E
3.558,8,E
3.558,8,E
3.559,2,I
3.559,2,I
3.559,4,I
3.559,8,E
3.559,8,E
3.56,2,I
3.56,4,I
3.56,4,I
3.56,4,I
3.56,8,E
3.56,8,E
3.56,8,E
3.561,2,I
3.561,2,I
3.561,2,I
3.561,4,I
3.561,4,I
3.561,8,E
3.561,8,E
3.562,2,I
3.562,4,I
3.562,4,I
3.562,4,I
3.562,8,E
3.562,8,E
3.562,8,E
3.563,2,I
3.563,4,I
3.563,4,I
3.563,4,I
3.563,8,E
3.564,2,I
3.564,2,I
3.564,4,I
3.564,8,E
3.565,2,I
3.565,4,I
3.565,4,I
3.565,8,I
3.565,8,I
3.565,8,I
3.566,2,I
3.566,2,I
3.566,4,I
3.566,4,I
3.566,8,I
3.567,2,I
3.567,2,I
3.567,2,I
3.567,4,I
3.567,4,I
3.567,4,I
3.567,8,I
3.567,8,I
3.568,2,I
3.568,2,I
3.568,4,I
3.568,4,I
3.568,8,I
3.568,8,I
3.569,2,I
3.569,2,I
3.569,4,I
3.569,8,I
3.569,8,I
3.57,4,I
3.57,4,I
3.57,8,I
3.57,8,I
3.571,2,I
3.571,4,I
3.571,4,I
3.571,4,I
3.572,2,I
3.572,2,I
3.572,2,I
3.572,4,I
3.572,4,I
3.572,4,I
3.572,8,I
3.573,2,I
3.573,2,I
3.573,4,I
3.573,4,I
3.573,4,I
3.573,4,I
3.573,8,I
3.574,2,I
3.574,2,I
3.574,4,I
3.574,4,I
3.575,2,I
3.575,2,I
3.575,4,I
3.575,8,I
3.575,8,I
3.575,8,I
3.576,4,I
3.576,4,I
3.576,4,I
3.576,4,I
3.576,8,I
3.577,2,I
3.577,2,I
3.577,2,I
3.577,4,I
3.577,4,I
3.577,8,I
3.577,8,I
3.578,2,I
3.578,2,I
3.578,2,I
3.578,4,I
3.578,4,I
3.578,8,I
3.578,8,I
3.578,8,I
3.579,2,I
3.579,2,I
3.579,4,I
3.579,8,I
3.579,8,I
3.579,8,I
3.58,2,I
3.58,2,I
3.58,4,I
3.58,4,I
3.58,8,I
3.581,2,I
3.581,2,I
3.581,2,I
3.581,2,I
3.581,4,I
3.581,4,I
3.581,8,I
3.582,2,I
3.582,2,I
3.582,2,I
3.582,4,I
3.582,4,I
3.582,8,I
3.582,8,I
3.582,8,I
3.583,2,I
3.583,2,I
3.583,4,I
3.583,4,I
3.583,4,I
3.583,8,I
3.584,2,I
3.584,2,I
3.584,4,I
3.584,4,I
3.585,2,I
3.585,4,I
3.585,4,I
3.586,2,I
3.586,2,I
3.586,2,I
3.586,2,I
3.586,4,I
3.587,2,I
3.587,2,I
3.587,4,I
3.587,4,I
3.587,8,I
3.587,8,I
3.587,8,I
3.588,2,I
3.588,2,I
3.588,4,I
3.588,4,I
3.588,8,I
3.589,2,I
3.589,2,I
3.589,4,I
3.589,8,I
3.589,8,I
3.59,2,I
3.59,2,I
3.59,2,I
3.59,2,I
3.59,4,I
3.59,8,I
3.59,8,I
3.59,8,I
3.591,2,I
3.591,2,I
3.591,4,I
3.591,4,I
3.591,8,I
3.592,2,I
3.592,8,I
3.592,8,I
3.593,2,I
3.593,2,I
3.593,2,I
3.593,4,I
3.593,4,I
3.593,8,I
3.593,8,I
3.594,2,I
3.594,2,I
3.594,4,I
3.594,4,I
3.594,4,I
3.594,8,I
3.594,8,I
3.595,2,I
3.595,2,I
3.595,2,I
3.595,4,I
3.595,4,I
3.595,4,I
3.595,8,I
3.596,2,I
3.596,2,I
3.596,4,I
3.596,4,I
3.596,8,I
3.597,2,I
3.597,2,I
3.597,4,I
3.597,4,I
3.597,8,I
3.598,2,I
3.598,4,I
3.598,4,I
3.598,8,I
3.598,8,I
3.598,8,I
3.599,8,I
3.599,8,I
3.599,8,I
3.6,2,I
3.6,2,I
3.6,2,I
3.6,4,I
3.6,8,I
3.6,8,I
3.601,2,I
3.601,4,I
3.601,4,I
3.601,8,I
3.601,8,I
3.601,8,I
3.602,4,I
3.602,4,I
3.602,4,I
3.602,4,I
3.602,8,I
3.603,2,I
3.603,2,I
3.603,4,I
3.603,4,I
3.603,4,I
3.603,8,I
3.604,2,I
3.604,2,I
3.604,2,I
3.604,4,I
3.604,8,I
3.605,2,I
3.605,2,I
3.605,4,I
3.605,4,I
3.605,4,I
3.605,8,I
3.605,8,I
3.605,8,I
3.606,2,I
3.606,2,I
3.606,4,I
3.606,4,I
3.606,8,I
3.606,8,I
3.606,8,I
3.606,10,I
3.607,2,I
3.607,4,I
3.607,8,I
3.607,10,I
3.607,10,I
3.608,2,I
3.608,2,I
3.608,2,I
3.608,4,I
3.608,4,I
3.608,4,I
3.608,8,I
3.608,10,I
3.608,10,I
3.609,2,I
3.609,2,I
3.609,4,I
3.609,4,I
3.609,8,I
3.609,8,I
3.61,2,I
3.61,2,I
3.61,2,I
3.61,2,I
3.61,4,I
3.61,4,I
3.61,4,I
3.61,8,I
3.61,8,I
3.611,2,I
3.611,2,I
3.611,4,I
3.611,4,I
3.611,4,I
3.611,8,I
3.612,2,I
3.612,4,I
3.612,4,I
3.612,4,I
3.612,8,I
3.612,8,I
3.612,10,I
3.612,10,I
3.613,2,I
3.613,2,I
3.613,2,I
3.613,2,I
3.613,4,I
3.613,4,I
3.613,10,I
3.613,10,I
3.614,2,I
3.614,2,I
3.614,2,I
3.614,4,I
3.615,2,I
3.615,4,I
3.615,4,I
3.615,4,I
3.615,10,I
3.616,2,I
3.616,2,I
3.616,4,I
3.617,2,I
3.617,2,I
3.617,4,I
3.617,4,I
3.617,4,I
3.617,8,I
3.617,8,I
3.617,8,I
3.617,10,I
3.617,10,I
3.617,10,I
3.617,10,I
3.618,2,I
3.618,4,I
3.618,4,I
3.618,8,I
3.618,8,I
3.619,2,I
3.619,2,I
3.619,2,I
3.619,4,I
3.619,4,I
3.619,8,I
3.619,8,I
3.619,8,I
3.619,10,I
3.619,10,I
3.62,2,I
3.62,2,I
3.62,4,I
3.62,4,I
3.62,8,I
3.62,8,I
3.62,10,I
3.621,2,I
3.621,4,I
3.621,4,I
3.621,4,I
3.621,8,I
3.621,10,I
3.622,2,I
3.622,2,I
3.622,4,I
3.622,8,I
3.622,8,I
3.623,2,I
3.623,2,I
3.623,2,I
3.623,4,I
3.623,4,I
3.623,8,I
3.623,8,I
3.623,10,I
3.624,2,I
3.624,2,I
3.624,2,I
3.624,4,I
3.624,4,I
3.624,8,I
3.624,8,I
3.624,8,I
3.624,8,I
3.624,10,I
3.624,10,I
3.624,10,I
3.625,2,I
3.625,2,I
3.625,4,I
3.625,4,I
3.625,4,I
3.625,8,I
3.625,8,I
3.626,2,I
3.626,2,I
3.626,2,I
3.626,4,I
3.626,4,I
3.626,4,I
3.626,8,I
3.626,10,I
3.626,10,I
3.627,4,I
3.627,6,E
3.627,6,I
3.627,8,I
3.627,8,I
3.627,10,I
3.627,10,I
3.627,10,I
3.628,2,I
3.628,2,I
3.628,2,I
3.628,2,I
3.628,4,I
3.628,4,I
3.628,6,E
3.628,6,I
3.628,8,I
3.628,8,I
3.628,10,I
3.628,10,I
3.629,2,I
3.629,2,I
3.629,4,I
3.629,4,I
3.629,4,I
3.629,4,I
3.629,6,I
3.629,8,I
3.63,2,I
3.63,2,I
3.63,4,I
3.63,4,I
3.63,4,I
3.63,6,E
3.63,6,E
3.63,6,I
3.63,6,E
3.63,8,I
3.63,8,I
3.63,10,I
3.631,2,I
3.631,2,I
3.631,2,I
3.631,2,I
3.631,4,I
3.631,4,I
3.631,4,I
3.631,6,I
3.631,6,I
3.631,6,I
3.631,8,I
3.631,8,I
3.631,10,I
3.631,10,I
3.631,10,I
3.632,2,I
3.632,2,I
3.632,2,I
3.632,4,I
3.632,4,I
3.632,4,I
3.632,6,I
3.632,6,I
3.632,8,I
3.632,8,I
3.632,10,I
3.632,10,I
3.633,2,I
3.633,2,I
3.633,2,I
3.633,4,I
3.633,4,I
3.633,4,I
3.633,6,I
3.633,8,I
3.634,2,I
3.634,4,I
3.634,4,I
3.634,4,I
3.634,4,I
3.634,6,I
3.634,6,I
3.634,6,I
3.634,8,I
3.634,8,I
3.634,8,I
3.634,10,I
3.634,10,I
3.635,2,I
3.635,2,I
3.635,4,I
3.635,4,I
3.635,4,I
3.635,4,I
3.635,6,I
3.635,6,I
3.635,6,I
3.635,8,I
3.635,10,I
3.636,4,I
3.636,6,I
3.636,6,I
3.636,6,I
3.636,6,I
3.636,8,I
3.636,8,I
3.636,10,I
3.637,2,I
3.637,2,I
3.637,2,I
3.637,4,I
3.637,4,I
3.637,6,I
3.637,6,I
3.637,8,I
3.637,8,I
3.637,10,I
3.638,2,I
3.638,2,I
3.638,4,I
3.638,4,I
3.638,4,I
3.638,6,I
3.638,8,I
3.638,10,I
3.638,10,I
3.639,2,I
3.639,2,I
3.639,2,I
3.639,4,I
3.639,4,I
3.639,4,I
3.639,6,I
3.639,6,I
3.639,6,I
3.639,8,I
3.639,10,I
3.639,10,I
3.64,2,I
3.64,4,I
3.64,4,I
3.64,4,I
3.64,6,I
3.64,6,I
3.64,8,I
3.64,8,I
3.64,8,I
3.64,10,I
3.641,2,I
3.641,2,I
3.641,2,I
3.641,4,I
3.641,4,I
3.641,6,I
3.641,6,I
3.641,8,I
3.641,8,I
3.641,10,I
3.641,10,I
3.642,2,I
3.642,2,I
3.642,2,I
3.642,4,I
3.642,4,I
3.642,6,I
3.642,6,I
3.642,8,I
3.642,8,I
3.642,10,I
3.643,2,I
3.643,2,I
3.643,2,I
3.643,4,I
3.643,4,I
3.643,4,I
3.643,6,I
3.643,6,I
3.643,6,I
3.643,6,I
3.643,8,I
3.643,8,I
3.643,8,I
3.644,2,I
3.644,2,I
3.644,2,I
3.644,2,I
3.644,4,I
3.644,4,I
3.644,6,I
3.644,6,I
3.644,8,I
3.644,8,I
3.644,10,I
3.645,4,I
3.645,4,I
3.645,6,I
3.645,6,I
3.645,6,I
3.645,6,I
3.645,10,I
3.646,2,I
3.646,2,I
3.646,4,I
3.646,4,I
3.646,4,I
3.646,4,I
3.646,6,I
3.646,8,I
3.646,8,I
3.647,2,I
3.647,2,I
3.647,4,I
3.647,4,I
3.647,4,I
3.647,6,I
3.647,6,I
3.647,6,I
3.647,8,I
3.647,10,I
3.648,2,I
3.648,2,I
3.648,4,I
3.648,4,I
3.648,4,I
3.648,4,I
3.648,6,I
3.648,6,I
3.648,6,I
3.648,8,I
3.648,10,I
3.648,10,I
3.648,10,I
3.649,2,I
3.649,4,I
3.649,4,I
3.649,6,I
3.649,6,I
3.649,8,I
3.649,8,I
3.649,8,I
3.649,10,I
3.649,10,I
3.65,2,I
3.65,4,I
3.65,4,I
3.65,6,I
3.65,6,I
3.65,6,I
3.65,8,I
3.65,8,I
3.65,10,I
3.65,10,I
3.65,10,I
3.651,2,I
3.651,2,I
3.651,6,I
3.651,6,I
3.651,6,I
3.651,8,I
3.651,10,I
3.651,10,I
3.652,2,I
3.652,2,I
3.652,4,I
3.652,4,I
3.652,6,I
3.652,6,I
3.652,8,I
3.652,10,I
3.652,10,I
3.652,10,I
3.653,2,I
3.653,2,I
3.653,2,I
3.653,4,I
3.653,4,I
3.653,4,I
3.653,6,I
3.653,6,I
3.653,8,I
3.653,10,I
3.653,10,I
3.654,2,I
3.654,2,I
3.654,2,I
3.654,2,I
3.654,4,I
3.654,4,I
3.654,6,I
3.654,6,I
3.654,6,I
3.654,8,I
3.654,10,I
3.654,10,I
3.654,10,I
3.654,10,I
3.655,2,I
3.655,2,I
3.655,2,I
3.655,4,I
3.655,4,I
3.655,4,I
3.655,6,I
3.655,6,I
3.655,8,I
3.655,8,I
3.655,8,I
3.655,10,I
3.655,10,I
3.655,10,I
3.656,2,I
3.656,4,I
3.656,4,I
3.656,4,I
3.656,6,I
3.656,6,I
3.656,6,I
3.656,6,I
3.656,8,I
3.656,10,I
3.656,10,I
3.657,2,I
3.657,2,I
3.657,4,I
3.657,4,I
3.657,6,I
3.657,6,I
3.657,6,I
3.657,8,I
3.657,10,I
3.657,10,I
3.657,10,I
3.658,2,I
3.658,4,I
3.658,4,I
3.658,6,I
3.658,6,I
3.658,6,I
3.658,8,I
3.659,2,I
3.659,2,I
3.659,4,I
3.659,4,I
3.659,4,I
3.659,6,I
3.659,6,I
3.659,6,I
3.659,6,I
3.659,8,I
3.659,8,I
3.659,10,I
3.659,10,I
3.66,2,I
3.66,2,I
3.66,4,I
3.66,6,I
3.66,6,I
3.66,6,I
3.66,6,I
3.66,8,I
3.66,8,I
3.66,8,I
3.66,10,I
3.66,10,I
3.661,2,I
3.661,4,I
3.661,6,I
3.661,6,I
3.661,8,I
3.661,8,I
3.661,8,I
3.661,10,I
3.661,10,I
3.661,10,I
3.661,10,I
3.662,2,I
3.662,2,I
3.662,4,I
3.662,4,I
3.662,6,I
3.662,6,I
3.662,8,I
3.662,8,I
3.662,10,I
3.663,2,I
3.663,2,I
3.663,6,I
3.663,6,I
3.663,8,I
3.663,8,I
3.663,10,I
3.663,10,I
3.663,10,I
3.664,2,I
3.664,2,I
3.664,2,I
3.664,4,I
3.664,4,I
3.664,6,I
3.664,6,I
3.664,6,I
3.664,6,I
3.664,8,I
3.664,8,I
3.664,8,I
3.664,10,I
3.664,10,I
3.665,2,I
3.665,4,I
3.665,4,I
3.665,4,I
3.665,4,I
3.665,6,I
3.665,6,I
3.665,6,I
3.665,8,I
3.665,8,I
3.665,8,I
3.665,10,I
3.665,10,I
3.666,2,I
3.666,2,I
3.666,4,I
3.666,6,I
3.666,6,I
3.666,8,I
3.666,8,I
3.666,8,I
3.666,10,I
3.666,10,I
3.666,10,I
3.666,10,I
3.667,2,I
3.667,2,I
3.667,6,I
3.667,6,I
3.667,6,I
3.667,8,I
3.667,8,I
3.667,10,I
3.667,10,I
3.667,10,I
3.668,2,I
3.668,4,I
3.668,4,I
3.668,6,I
3.668,6,I
3.668,6,I
3.668,6,I
3.668,8,I
3.668,8,I
3.668,8,I
3.668,10,I
3.668,10,I
3.668,10,I
3.669,2,I
3.669,2,I
3.669,4,I
3.669,4,I
3.669,6,I
3.669,6,I
3.669,8,I
3.669,8,I
3.669,8,I
3.669,10,I
3.669,10,I
3.669,10,I
3.67,2,I
3.67,2,I
3.67,2,I
3.67,4,I
3.67,4,I
3.67,4,I
3.67,6,I
3.67,6,I
3.67,6,I
3.67,6,I
3.67,8,I
3.67,8,I
3.67,8,I
3.67,8,I
3.67,10,I
3.67,10,I
3.67,10,I
3.67,10,I
3.671,2,I
3.671,4,I
3.671,6,I
3.671,6,I
3.671,8,I
3.671,8,I
3.671,10,I
3.671,10,I
3.671,10,I
3.672,2,I
3.672,4,I
3.672,4,I
3.672,4,I
3.672,6,I
3.672,6,I
3.672,6,I
3.672,8,I
3.672,8,I
3.672,10,I
3.672,10,I
3.672,10,I
3.672,10,I
3.673,2,I
3.673,2,I
3.673,4,I
3.673,6,I
3.673,6,I
3.673,6,I
3.673,8,I
3.673,8,I
3.673,8,I
3.673,10,I
3.673,10,I
3.673,10,E
3.674,2,I
3.674,2,I
3.674,2,I
3.674,4,I
3.674,4,I
3.674,6,I
3.674,6,I
3.674,6,I
3.674,8,I
3.674,8,I
3.674,8,I
3.674,10,I
3.674,10,I
3.674,10,I
3.674,10,I
3.675,2,I
3.675,2,I
3.675,4,I
3.675,4,I
3.675,4,I
3.675,6,I
3.675,6,I
3.675,6,I
3.675,8,I
3.675,8,I
3.675,8,I
3.675,10,I
3.675,10,I
3.675,10,I
3.675,10,I
3.676,2,I
3.676,2,I
3.676,4,I
3.676,4,I
3.676,4,I
3.676,6,I
3.676,6,I
3.676,6,I
3.676,8,I
3.676,8,I
3.676,10,I
3.676,10,I
3.676,10,I
3.676,10,I
3.677,4,I
3.677,4,I
3.677,6,I
3.677,6,I
3.677,8,I
3.677,8,I
3.677,10,I
3.677,10,I
3.677,10,I
3.677,10,I
3.678,2,I
3.678,2,I
3.678,2,I
3.678,4,I
3.678,6,I
3.678,6,I
3.678,6,I
3.678,8,I
3.678,8,I
3.678,10,I
3.678,10,I
3.679,2,I
3.679,2,I
3.679,2,I
3.679,4,I
3.679,4,I
3.679,6,I
3.679,6,I
3.679,6,I
3.679,8,I
3.679,8,I
3.679,10,I
3.679,10,I
3.679,10,I
3.68,2,I
3.68,4,I
3.68,4,I
3.68,6,I
3.68,6,I
3.68,8,I
3.68,8,I
3.68,8,I
3.68,8,I
3.68,10,I
3.68,10,I
3.681,2,I
3.681,2,I
3.681,4,I
3.681,4,I
3.681,6,I
3.681,6,I
3.681,6,I
3.681,8,I
3.681,8,I
3.681,8,I
3.681,10,I
3.681,10,I
3.681,10,I
3.682,2,I
3.682,2,I
3.682,4,I
3.682,4,I
3.682,6,I
3.682,6,I
3.682,6,I
3.682,8,I
3.682,8,I
3.682,8,I
3.682,10,I
3.682,11,I
3.683,2,I
3.683,2,I
3.683,2,I
3.683,4,I
3.683,6,I
3.683,6,I
3.683,6,I
3.683,8,I
3.683,10,I
3.683,10,I
3.683,10,I
3.683,11,I
3.683,11,I
3.684,2,I
3.684,2,I
3.684,2,I
3.684,2,I
3.684,6,I
3.684,6,I
3.684,8,I
3.684,8,I
3.684,8,I
3.684,8,I
3.684,10,I
3.684,10,I
3.684,10,I
3.684,11,I
3.685,2,I
3.685,2,I
3.685,2,I
3.685,4,I
3.685,4,I
3.685,4,I
3.685,6,I
3.685,6,I
3.685,6,I
3.685,6,I
3.685,8,I
3.685,8,I
3.685,8,I
3.685,10,I
3.685,10,I
3.685,11,I
3.686,2,I
3.686,4,I
3.686,4,I
3.686,6,I
3.686,6,I
3.686,8,I
3.686,8,I
3.686,8,I
3.686,8,I
3.686,10,I
3.686,10,I
3.686,10,I
3.686,10,I
3.686,11,I
3.687,4,I
3.687,4,I
3.687,4,I
3.687,6,I
3.687,6,I
3.687,8,I
3.687,8,I
3.687,8,I
3.687,10,I
3.687,10,I
3.687,10,I
3.687,10,I
3.688,2,I
3.688,2,I
3.688,4,I
3.688,6,I
3.688,6,I
3.688,6,I
3.688,6,I
3.688,8,I
3.688,8,I
3.688,9,I
3.688,9,I
3.688,9,I
