b,k,periodo,estabilidad
-20.0,-41.0,2,E
-20.0,-41.1,2,E
-20.0,-41.2,2,E
-20.0,-41.3,2,E
-20.0,-41.4,2,E
-20.0,-41.5,2,E
-20.0,-41.6,2,E
-20.0,-41.7,2,E
-20.0,-41.8,2,E
-20.0,-41.9,2,E
-20.0,-42.0,2,E
-20.0,-42.1,2,E
-20.0,-42.2,2,I
-20.0,-42.3,2,I
-20.0,-42.3,4,E
-20.0,-42.4,4,E
-20.0,-42.5,2,I
-20.0,-42.6,2,I
-20.0,-42.8,2,I
-20.0,-42.9,2,I
-20.0,-42.9,4,I
-20.0,-43.0,2,I
-20.0,-43.1,2,I
-20.0,-43.2,4,I
-20.0,-43.3,2,I
-20.0,-43.3,4,I
-20.0,-43.4,2,I
-20.0,-43.5,2,I
-20.0,-43.5,4,I
-20.0,-43.5,6,I
-20.0,-43.6,2,I
-20.0,-43.7,2,I
-20.0,-43.8,2,I
-20.0,-43.8,4,I
-20.0,-43.9,2,I
-20.0,-43.9,4,I
-20.0,-44.1,4,I
-20.0,-44.2,2,I
-20.0,-44.3,2,I
-20.0,-44.4,2,I
-20.0,-44.5,6,I
-20.0,-44.6,2,I
-20.0,-44.7,2,I
-20.0,-44.8,2,I
-20.0,-44.8,4,I
-20.0,-44.9,2,I
-20.0,-45.0,2,I
-20.0,-45.0,4,I
-19.9,-22.2,2,E
-19.9,-22.3,2,E
-19.9,-22.8,2,E
-19.9,-23.0,4,E
-19.9,-23.4,2,I
-19.9,-23.5,2,I
-19.9,-23.6,2,I
-19.9,-23.6,5,I
-19.9,-23.8,3,E
-19.9,-24.1,3,I
-19.9,-24.3,2,I
-19.9,-24.3,4,I
-19.9,-24.4,2,I
-19.9,-24.4,5,I
-19.9,-24.6,2,I
-19.9,-24.6,3,I
-19.9,-24.7,2,I
-19.9,-24.7,3,I
-19.9,-24.9,2,I
-19.9,-24.9,3,I
-19.9,-25.0,2,I
-19.9,-25.1,2,I
-19.9,-25.1,3,I
-19.9,-25.2,3,I
-19.9,-25.3,2,I
-19.9,-25.4,2,I
-19.9,-25.5,2,I
-19.9,-25.5,3,I
-19.9,-25.6,2,I
-19.9,-25.7,2,I
-19.9,-25.7,3,I
-19.9,-25.9,2,I
-19.9,-26.0,2,I
-19.9,-26.0,3,I
-19.9,-26.1,2,I
-19.9,-26.2,2,I
-19.9,-26.2,3,I
-19.9,-26.3,2,I
-19.9,-26.3,3,I
-19.9,-26.4,2,I
-19.9,-26.4,5,I
-19.9,-26.5,2,I
-19.9,-26.5,3,I
-19.9,-26.8,2,I
-19.9,-26.8,3,I
-19.9,-26.9,7,E
-19.9,-27.0,4,I
-19.9,-27.1,2,I
-19.9,-27.1,3,I
-19.9,-27.2,2,I
-19.9,-27.3,2,I
-19.9,-27.4,5,E
-19.9,-27.5,3,I
-19.9,-27.6,2,I
-19.9,-27.6,3,I
-19.9,-27.8,3,I
-19.9,-27.9,2,I
-19.9,-28.0,2,I
-19.9,-28.0,3,I
-19.9,-28.1,3,I
-19.9,-28.3,2,I
-19.9,-28.3,3,I
-19.9,-28.4,3,I
-19.9,-28.6,2,I
-19.9,-28.6,3,I
-19.9,-28.7,3,I
-19.9,-28.8,2,I
-19.9,-28.8,3,E
-19.9,-28.9,3,I
-19.9,-29.0,2,I
-19.9,-29.0,3,E
-19.9,-29.1,3,E
-19.9,-29.3,2,I
-19.9,-29.4,2,I
-19.9,-29.4,3,E
-19.9,-29.6,2,I
-19.9,-29.6,3,E
-19.9,-29.8,3,E
-19.9,-29.9,2,I
-19.9,-30.0,3,E
-19.9,-30.1,3,E
-19.9,-30.2,3,E
-19.9,-30.4,3,E
-19.9,-30.5,2,I
-19.9,-30.6,2,I
-19.9,-30.6,3,E
-19.9,-30.7,2,I
-19.9,-30.8,2,I
-19.9,-30.8,3,E
-19.9,-30.9,3,E
-19.9,-31.0,2,I
-19.9,-31.2,2,I
-19.9,-31.2,3,I
-19.9,-31.3,2,I
-19.9,-31.5,2,I
-19.9,-31.7,2,I
-19.9,-31.7,3,I
-19.9,-31.8,2,I
-19.9,-32.0,3,I
-19.9,-32.1,3,I
-19.9,-32.2,2,I
-19.9,-32.2,3,I
-19.9,-32.3,3,I
-19.9,-32.4,2,I
-19.9,-32.4,3,I
-19.9,-32.6,2,I
-19.9,-32.6,3,I
-19.9,-32.6,4,I
-19.9,-32.8,3,I
-19.9,-32.8,4,I
-19.9,-32.9,2,I
-19.9,-32.9,3,I
-19.9,-33.0,2,I
-19.9,-33.0,4,I
-19.9,-33.1,3,I
-19.9,-33.2,3,I
-19.9,-33.2,4,I
-19.9,-33.3,3,I
-19.9,-33.3,4,I
-19.9,-33.3,5,I
-19.9,-33.4,2,I
-19.9,-33.4,3,I
-19.9,-33.4,4,I
-19.9,-33.5,2,I
-19.9,-33.6,2,I
-19.9,-33.6,3,I
-19.9,-33.6,7,I
-19.9,-33.7,2,I
-19.9,-33.8,3,I
-19.9,-33.9,3,I
-19.9,-34.0,2,I
-19.9,-34.2,4,I
-19.9,-34.4,2,I
-19.9,-34.5,2,I
-19.9,-34.7,2,I
-19.9,-34.7,4,I
-19.9,-34.8,2,I
-19.9,-34.9,2,I
-19.9,-34.9,6,I
-19.9,-35.0,2,I
-19.9,-35.1,4,I
-19.9,-35.2,2,I
-19.9,-35.3,2,I
-19.9,-35.4,4,I
-19.9,-35.5,4,I
-19.9,-35.7,2,I
-19.9,-35.8,2,I
-19.9,-35.9,2,I
-19.9,-36.1,2,I
-19.9,-36.2,2,I
-19.9,-36.4,2,I
-19.9,-36.5,2,I
-19.9,-36.6,2,I
-19.9,-36.7,2,I
-19.9,-36.8,2,I
-19.9,-36.9,2,I
-19.9,-37.0,2,I
-19.9,-37.2,2,I
-19.9,-37.3,2,I
-19.9,-37.5,2,I
-19.9,-37.7,2,E
-19.9,-37.8,2,E
-19.9,-38.0,2,E
-19.9,-38.2,2,E
-19.9,-38.3,2,E
-19.9,-38.5,2,E
-19.9,-38.8,2,E
-19.9,-38.9,2,E
-19.9,-39.4,2,E
-19.9,-39.5,2,E
-19.9,-39.6,2,E
-19.9,-39.8,2,E
-19.9,-39.9,2,E
-19.9,-40.0,2,E
-19.9,-40.1,2,E
-19.9,-40.2,2,E
-19.9,-40.3,2,E
-19.9,-40.4,2,E
-19.9,-40.5,2,E
-19.9,-40.6,2,E
-19.9,-40.7,2,E
-19.9,-40.8,2,E
-19.9,-40.9,2,E
-19.9,-41.0,2,E
-19.9,-41.1,2,E
-19.9,-41.3,2,E
-19.9,-41.4,2,E
-19.9,-41.5,2,E
-19.9,-41.6,2,E
-19.9,-41.7,2,E
-19.9,-41.8,2,E
-19.9,-41.9,2,E
-19.9,-42.0,2,I
-19.9,-42.1,2,I
-19.9,-42.1,4,E
-19.9,-42.2,2,I
-19.9,-42.4,2,I
-19.9,-42.4,4,E
-19.9,-42.5,2,I
-19.9,-42.5,4,E
-19.9,-42.6,2,I
-19.9,-42.7,2,I
-19.9,-42.7,4,I
-19.9,-42.8,2,I
-19.9,-42.9,4,I
-19.9,-43.0,2,I
-19.9,-43.0,4,I
-19.9,-43.1,2,I
-19.9,-43.2,2,I
-19.9,-43.2,4,I
-19.9,-43.3,2,I
-19.9,-43.4,2,I
-19.9,-43.5,6,I
-19.9,-43.7,2,I
-19.9,-43.8,2,I
-19.9,-43.8,4,I
-19.9,-43.9,2,I
-19.9,-43.9,4,I
-19.9,-44.0,2,I
-19.9,-44.1,2,I
-19.9,-44.2,2,I
-19.9,-44.2,4,I
-19.9,-44.3,2,I
-19.9,-44.4,2,I
-19.9,-44.5,2,I
-19.9,-44.5,4,I
-19.9,-44.6,2,I
-19.9,-44.6,4,I
-19.9,-44.7,2,I
-19.9,-44.7,4,I
-19.9,-44.8,4,I
-19.9,-44.9,2,I
-19.9,-44.9,4,I
-19.9,-45.0,2,I
-19.8,-22.1,2,E
-19.8,-22.2,2,E
-19.8,-22.4,2,E
-19.8,-22.8,2,I
-19.8,-22.9,2,I
-19.8,-23.0,4,I
-19.8,-23.2,2,I
-19.8,-23.3,2,I
-19.8,-23.4,2,I
-19.8,-23.7,2,I
-19.8,-23.7,3,E
-19.8,-23.8,2,I
-19.8,-23.8,3,I
-19.8,-23.9,2,I
-19.8,-24.0,2,I
-19.8,-24.1,2,I
-19.8,-24.2,2,I
-19.8,-24.4,2,I
-19.8,-24.5,2,I
-19.8,-24.5,3,I
-19.8,-24.7,3,I
-19.8,-24.9,2,I
-19.8,-24.9,3,I
-19.8,-25.0,3,I
-19.8,-25.1,2,I
-19.8,-25.1,3,I
-19.8,-25.3,2,I
-19.8,-25.5,2,I
-19.8,-25.6,3,I
-19.8,-25.7,3,I
-19.8,-26.0,2,I
-19.8,-26.1,3,I
-19.8,-26.2,3,I
-19.8,-26.3,3,I
-19.8,-26.4,2,I
-19.8,-26.4,3,I
-19.8,-26.4,6,I
-19.8,-26.5,2,I
-19.8,-26.5,3,I
-19.8,-26.6,2,I
-19.8,-26.6,4,I
-19.8,-26.7,2,I
-19.8,-26.8,2,I
-19.8,-26.8,3,I
-19.8,-26.9,2,I
-19.8,-27.0,3,I
-19.8,-27.1,3,I
-19.8,-27.2,3,I
-19.8,-27.3,2,I
-19.8,-27.3,3,I
-19.8,-27.6,3,I
-19.8,-27.7,2,I
-19.8,-27.7,3,I
-19.8,-27.9,2,I
-19.8,-27.9,3,I
-19.8,-28.0,3,I
-19.8,-28.1,2,I
-19.8,-28.3,2,I
-19.8,-28.3,3,I
-19.8,-28.4,3,I
-19.8,-28.5,3,I
-19.8,-28.6,3,I
-19.8,-28.7,3,E
-19.8,-28.8,2,I
-19.8,-28.8,3,E
-19.8,-28.9,3,E
-19.8,-29.0,2,I
-19.8,-29.0,3,E
-19.8,-29.1,2,I
-19.8,-29.1,3,E
-19.8,-29.2,3,E
-19.8,-29.3,2,I
-19.8,-29.3,3,E
-19.8,-29.4,2,I
-19.8,-29.5,2,I
-19.8,-29.5,3,E
-19.8,-29.6,3,E
-19.8,-29.7,3,E
-19.8,-29.8,2,I
-19.8,-29.8,3,I
-19.8,-29.9,3,E
-19.8,-30.0,2,I
-19.8,-30.0,3,E
-19.8,-30.1,5,I
-19.8,-30.2,2,I
-19.8,-30.3,2,I
-19.8,-30.3,3,E
-19.8,-30.4,3,I
-19.8,-30.5,2,I
-19.8,-30.5,3,E
-19.8,-30.6,2,I
-19.8,-30.6,3,E
-19.8,-30.7,3,E
-19.8,-30.8,2,I
-19.8,-30.8,3,I
-19.8,-31.0,3,I
-19.8,-31.1,3,I
-19.8,-31.2,3,I
-19.8,-31.4,2,I
-19.8,-31.5,2,I
-19.8,-31.6,2,I
-19.8,-31.7,3,I
-19.8,-31.8,2,I
-19.8,-31.8,3,I
-19.8,-31.9,2,I
-19.8,-31.9,3,I
-19.8,-32.0,2,I
-19.8,-32.0,4,I
-19.8,-32.1,2,I
-19.8,-32.2,2,I
-19.8,-32.2,4,I
-19.8,-32.3,2,I
-19.8,-32.3,3,I
-19.8,-32.3,4,I
-19.8,-32.4,2,I
-19.8,-32.4,3,I
-19.8,-32.5,2,I
-19.8,-32.5,3,I
-19.8,-32.5,4,I
-19.8,-32.7,2,I
-19.8,-32.7,3,I
-19.8,-32.7,4,I
-19.8,-32.8,2,I
-19.8,-33.0,2,I
-19.8,-33.0,4,I
-19.8,-33.1,2,I
-19.8,-33.1,4,I
-19.8,-33.2,4,I
-19.8,-33.3,2,I
-19.8,-33.3,4,I
-19.8,-33.4,2,I
-19.8,-33.4,3,I
-19.8,-33.5,3,I
-19.8,-33.6,2,I
-19.8,-33.6,3,I
-19.8,-33.8,2,I
-19.8,-34.1,2,I
-19.8,-34.1,3,I
-19.8,-34.2,2,I
-19.8,-34.2,3,E
-19.8,-34.2,4,I
-19.8,-34.3,2,I
-19.8,-34.4,4,I
-19.8,-34.5,2,I
-19.8,-34.5,4,I
-19.8,-34.6,4,I
-19.8,-34.7,2,I
-19.8,-34.8,2,I
-19.8,-35.1,2,I
-19.8,-35.3,2,I
-19.8,-35.5,2,I
-19.8,-35.7,2,I
-19.8,-35.8,2,I
-19.8,-35.9,2,I
-19.8,-36.2,2,I
-19.8,-36.3,2,I
-19.8,-36.4,2,I
-19.8,-36.5,2,I
-19.8,-36.6,2,I
-19.8,-36.7,2,I
-19.8,-36.8,2,I
-19.8,-36.8,4,I
-19.8,-36.9,2,I
-19.8,-37.1,2,I
-19.8,-37.2,2,I
-19.8,-37.3,2,I
-19.8,-37.4,2,I
-19.8,-37.4,4,E
-19.8,-37.5,2,E
-19.8,-37.6,2,E
-19.8,-37.7,2,E
-19.8,-37.8,2,E
-19.8,-37.9,2,E
-19.8,-38.0,2,E
-19.8,-38.1,2,E
-19.8,-38.2,2,E
-19.8,-38.4,2,E
-19.8,-38.5,2,E
-19.8,-38.6,2,E
-19.8,-38.8,2,E
-19.8,-39.2,2,E
-19.8,-39.4,2,E
-19.8,-39.5,2,E
-19.8,-39.6,2,E
-19.8,-39.7,2,E
-19.8,-39.9,2,E
-19.8,-40.0,2,E
-19.8,-40.1,2,E
-19.8,-40.2,2,E
-19.8,-40.3,2,E
-19.8,-40.4,2,E
-19.8,-40.5,2,E
-19.8,-40.6,2,E
-19.8,-40.7,2,E
-19.8,-40.9,2,E
-19.8,-41.0,2,E
-19.8,-41.1,2,E
-19.8,-41.3,2,E
-19.8,-41.5,2,E
-19.8,-41.6,2,E
-19.8,-41.7,2,E
-19.8,-41.9,2,I
-19.8,-41.9,4,E
-19.8,-42.0,2,I
-19.8,-42.0,4,E
-19.8,-42.2,2,I
-19.8,-42.2,4,E
-19.8,-42.3,2,I
-19.8,-42.3,4,E
-19.8,-42.4,2,I
-19.8,-42.4,4,I
-19.8,-42.5,2,I
-19.8,-42.6,2,I
-19.8,-42.6,4,I
-19.8,-42.7,4,I
-19.8,-42.8,2,I
-19.8,-42.8,4,I
-19.8,-42.9,4,I
-19.8,-43.1,4,I
-19.8,-43.2,2,I
-19.8,-43.3,2,I
-19.8,-43.3,6,I
-19.8,-43.4,2,I
-19.8,-43.4,4,I
-19.8,-43.5,2,I
-19.8,-43.5,4,I
-19.8,-43.6,2,I
-19.8,-43.6,6,I
-19.8,-43.7,2,I
-19.8,-43.7,4,I
-19.8,-43.8,2,I
-19.8,-43.8,4,I
-19.8,-43.9,2,I
-19.8,-44.1,2,I
-19.8,-44.2,2,I
-19.8,-44.3,2,I
-19.8,-44.4,2,I
-19.8,-44.4,4,I
-19.8,-44.5,4,I
-19.8,-44.6,2,I
-19.8,-44.7,2,I
-19.8,-44.8,2,I
-19.8,-44.8,4,I
-19.8,-44.8,5,I
-19.8,-44.9,2,I
-19.8,-44.9,4,I
-19.8,-45.0,2,I
-19.8,-45.0,6,I
-19.7,-22.3,2,E
-19.7,-22.5,2,E
-19.7,-22.7,2,I
-19.7,-22.8,2,I
-19.7,-23.2,2,I
-19.7,-23.2,4,I
-19.7,-23.3,2,I
-19.7,-23.3,4,I
-19.7,-23.4,2,I
-19.7,-23.7,2,I
-19.7,-24.0,2,I
-19.7,-24.1,2,I
-19.7,-24.1,3,I
-19.7,-24.2,2,I
-19.7,-24.4,2,I
-19.7,-24.5,3,I
-19.7,-24.6,2,I
-19.7,-24.6,3,I
-19.7,-24.7,2,I
-19.7,-24.9,2,I
-19.7,-25.0,2,I
-19.7,-25.1,2,I
-19.7,-25.2,2,I
-19.7,-25.3,3,I
-19.7,-25.4,3,I
-19.7,-25.5,3,I
-19.7,-25.6,3,I
-19.7,-25.7,2,I
-19.7,-25.8,2,I
-19.7,-25.8,3,I
-19.7,-26.0,3,I
-19.7,-26.1,2,I
-19.7,-26.1,3,I
-19.7,-26.2,3,I
-19.7,-26.3,2,I
-19.7,-26.4,2,I
-19.7,-26.5,2,I
-19.7,-26.6,2,I
-19.7,-26.7,2,I
-19.7,-26.8,3,I
-19.7,-26.8,4,I
-19.7,-27.0,2,I
-19.7,-27.1,2,I
-19.7,-27.2,3,I
-19.7,-27.3,3,I
-19.7,-27.4,3,I
-19.7,-27.5,3,I
-19.7,-27.8,2,I
-19.7,-27.8,3,I
-19.7,-27.9,3,I
-19.7,-28.0,2,I
-19.7,-28.0,3,I
-19.7,-28.1,2,I
-19.7,-28.1,3,I
-19.7,-28.2,2,I
-19.7,-28.2,3,I
-19.7,-28.3,3,I
-19.7,-28.4,2,I
-19.7,-28.4,3,I
-19.7,-28.5,2,I
-19.7,-28.5,3,E
-19.7,-28.8,2,I
-19.7,-28.8,3,E
-19.7,-28.9,2,I
-19.7,-28.9,3,E
-19.7,-29.0,3,E
-19.7,-29.1,3,E
-19.7,-29.1,4,I
-19.7,-29.2,2,I
-19.7,-29.3,3,E
-19.7,-29.4,2,I
-19.7,-29.6,3,I
-19.7,-29.7,3,E
-19.7,-29.8,2,I
-19.7,-29.8,3,E
-19.7,-30.0,2,I
-19.7,-30.0,3,E
-19.7,-30.1,2,I
-19.7,-30.2,3,E
-19.7,-30.3,2,I
-19.7,-30.3,3,E
-19.7,-30.4,3,E
-19.7,-30.5,2,I
-19.7,-30.5,3,E
-19.7,-30.6,2,I
-19.7,-30.6,3,E
-19.7,-30.8,3,I
-19.7,-31.1,3,I
-19.7,-31.2,2,I
-19.7,-31.2,3,I
-19.7,-31.3,3,I
-19.7,-31.5,2,I
-19.7,-31.5,3,I
-19.7,-31.7,3,I
-19.7,-31.8,2,I
-19.7,-31.8,3,I
-19.7,-32.0,2,I
-19.7,-32.0,3,I
-19.7,-32.2,2,I
-19.7,-32.2,3,I
-19.7,-32.2,7,I
-19.7,-32.3,5,I
-19.7,-32.7,3,I
-19.7,-32.8,2,I
-19.7,-32.8,3,I
-19.7,-32.8,4,I
-19.7,-32.9,2,I
-19.7,-33.0,6,I
-19.7,-33.1,2,I
-19.7,-33.1,5,I
-19.7,-33.2,2,I
-19.7,-33.2,3,I
-19.7,-33.2,6,I
-19.7,-33.3,2,I
-19.7,-33.4,2,I
-19.7,-33.4,3,I
-19.7,-33.4,4,I
-19.7,-33.5,3,I
-19.7,-33.5,4,I
-19.7,-33.7,3,I
-19.7,-33.8,2,I
-19.7,-33.8,4,I
-19.7,-34.1,2,I
-19.7,-34.2,2,I
-19.7,-34.3,2,I
-19.7,-34.4,2,I
-19.7,-34.5,2,I
-19.7,-34.6,2,I
-19.7,-34.7,2,I
-19.7,-34.8,2,I
-19.7,-34.9,2,I
-19.7,-34.9,4,I
-19.7,-35.0,2,I
-19.7,-35.0,4,I
-19.7,-35.1,2,I
-19.7,-35.2,2,I
-19.7,-35.2,4,I
-19.7,-35.5,2,I
-19.7,-35.5,4,I
-19.7,-35.6,4,I
-19.7,-35.7,2,I
-19.7,-35.8,2,I
-19.7,-35.9,2,I
-19.7,-36.1,2,I
-19.7,-36.3,2,I
-19.7,-36.4,4,I
-19.7,-36.5,2,I
-19.7,-36.5,4,I
-19.7,-36.7,4,E
-19.7,-36.8,2,I
-19.7,-36.8,4,E
-19.7,-36.9,2,I
-19.7,-36.9,4,E
-19.7,-37.0,2,I
-19.7,-37.1,2,I
-19.7,-37.2,2,I
-19.7,-37.3,2,E
-19.7,-37.4,2,E
-19.7,-37.5,2,E
-19.7,-37.6,2,E
-19.7,-37.7,2,E
-19.7,-37.8,2,E
-19.7,-37.9,2,E
-19.7,-38.1,2,E
-19.7,-38.4,2,E
-19.7,-38.5,2,E
-19.7,-38.6,2,E
-19.7,-38.8,2,E
-19.7,-38.9,2,E
-19.7,-39.1,2,E
-19.7,-39.2,2,E
-19.7,-39.4,2,E
-19.7,-39.5,2,E
-19.7,-39.6,2,E
-19.7,-39.7,2,E
-19.7,-39.8,2,E
-19.7,-39.9,2,E
-19.7,-40.0,2,E
-19.7,-40.1,2,E
-19.7,-40.2,2,E
-19.7,-40.3,2,E
-19.7,-40.4,2,E
-19.7,-40.5,2,E
-19.7,-40.6,2,E
-19.7,-40.7,2,E
-19.7,-41.0,2,E
-19.7,-41.1,2,E
-19.7,-41.2,2,E
-19.7,-41.3,2,E
-19.7,-41.4,2,E
-19.7,-41.5,2,E
-19.7,-41.6,2,I
-19.7,-41.7,4,E
-19.7,-41.8,2,I
-19.7,-41.8,4,E
-19.7,-41.9,2,I
-19.7,-42.0,2,I
-19.7,-42.1,2,I
-19.7,-42.2,2,I
-19.7,-42.3,2,I
-19.7,-42.3,4,I
-19.7,-42.4,2,I
-19.7,-42.5,2,I
-19.7,-42.5,4,I
-19.7,-42.6,2,I
-19.7,-42.8,2,I
-19.7,-42.8,4,I
-19.7,-42.9,2,I
-19.7,-42.9,4,I
-19.7,-43.0,2,I
-19.7,-43.0,4,I
-19.7,-43.1,4,I
-19.7,-43.1,6,I
-19.7,-43.2,2,I
-19.7,-43.3,2,I
-19.7,-43.4,4,I
-19.7,-43.5,2,I
-19.7,-43.6,2,I
-19.7,-43.8,2,I
-19.7,-43.9,2,I
-19.7,-44.0,2,I
-19.7,-44.1,2,I
-19.7,-44.1,4,I
-19.7,-44.2,2,I
-19.7,-44.3,2,I
-19.7,-44.4,2,I
-19.7,-44.4,4,I
-19.7,-44.5,4,I
-19.7,-44.5,6,I
-19.7,-44.6,2,I
-19.7,-44.7,4,I
-19.7,-44.8,2,I
-19.7,-44.9,2,I
-19.7,-45.0,2,I
-19.7,-45.0,3,I
-19.6,-21.9,2,E
-19.6,-23.0,2,I
-19.6,-23.4,4,I
-19.6,-23.5,2,I
-19.6,-23.6,2,I
-19.6,-23.7,2,I
-19.6,-23.7,3,I
-19.6,-23.8,3,I
-19.6,-23.9,2,I
-19.6,-23.9,3,I
-19.6,-24.1,3,I
-19.6,-24.2,2,I
-19.6,-24.2,4,I
-19.6,-24.3,3,I
-19.6,-24.4,2,I
-19.6,-24.4,3,I
-19.6,-24.5,3,I
-19.6,-24.7,2,I
-19.6,-24.9,2,I
-19.6,-24.9,3,I
-19.6,-25.0,2,I
-19.6,-25.0,3,I
-19.6,-25.1,3,I
-19.6,-25.2,2,I
-19.6,-25.2,3,I
-19.6,-25.3,3,I
-19.6,-25.4,2,I
-19.6,-25.6,2,I
-19.6,-25.8,3,I
-19.6,-26.2,3,I
-19.6,-26.3,3,I
-19.6,-26.4,2,I
-19.6,-26.4,3,I
-19.6,-26.5,3,I
-19.6,-26.8,2,I
-19.6,-26.8,3,I
-19.6,-26.9,2,I
-19.6,-26.9,3,I
-19.6,-27.0,2,I
-19.6,-27.0,5,I
-19.6,-27.1,6,I
-19.6,-27.3,2,I
-19.6,-27.4,3,I
-19.6,-27.6,3,I
-19.6,-27.7,3,I
-19.6,-27.7,6,E
-19.6,-27.8,2,I
-19.6,-27.8,3,I
-19.6,-27.9,2,I
-19.6,-27.9,3,I
-19.6,-28.0,3,I
-19.6,-28.1,3,I
-19.6,-28.1,6,I
-19.6,-28.2,2,I
